Frequency,Cluster ID,Batch Size,nprobe,Retrieved Docs,Num Threads,Avg Retrieval Latency (s)
1800,5,96,128,5,32,0.363038524389267
1800,5,104,128,5,32,0.461991286277771
1800,5,112,128,5,32,0.469870502948761
1800,5,120,128,5,32,0.4746593236923218
1800,5,128,128,5,32,0.47747440576553346
1800,5,136,128,5,32,0.5757637357711792
1800,5,144,128,5,32,0.5830226981639862
1800,5,152,128,5,32,0.5873513865470886
1800,5,160,128,5,32,0.5915964555740356
1800,6,1,128,5,32,0.07485753774642945
1800,6,2,128,5,32,0.07917279124259949
1800,6,4,128,5,32,0.08376922249794007
1800,6,8,128,5,32,0.08761188507080078
1800,6,16,128,5,32,0.09115437865257263
1800,6,24,128,5,32,0.09354990482330322
1800,6,32,128,5,32,0.09602946281433106
1800,6,40,128,5,32,0.16747464418411254
1800,6,48,128,5,32,0.17342440605163575
1800,6,56,128,5,32,0.17665156483650207
1800,6,64,128,5,32,0.17966012954711913
1800,6,72,128,5,32,0.24810762882232665
1800,6,80,128,5,32,0.25487515807151795
1800,6,88,128,5,32,0.2583095955848694
1800,6,96,128,5,32,0.261698545217514
1800,6,104,128,5,32,0.3265531361103058
1800,6,112,128,5,32,0.33451577425003054
1800,6,120,128,5,32,0.34015323877334597
1800,6,128,128,5,32,0.3424106764793396
1800,6,136,128,5,32,0.4071810781955719
1800,6,144,128,5,32,0.4148945593833923
1800,6,152,128,5,32,0.4190023934841156
1800,6,160,128,5,32,0.4236131012439728
1800,7,1,128,5,32,0.07863038420677185
1800,7,2,128,5,32,0.0828166127204895
1800,7,4,128,5,32,0.08767313480377198
1800,7,8,128,5,32,0.09218987107276916
1800,7,16,128,5,32,0.09592296838760377
1800,7,24,128,5,32,0.09893247127532959
1800,7,32,128,5,32,0.10189000248908997
1800,7,40,128,5,32,0.17698818564414978
1800,7,48,128,5,32,0.1832861304283142
1800,7,56,128,5,32,0.18694368600845337
1800,7,64,128,5,32,0.19026286721229554
1800,7,72,128,5,32,0.2618765068054199
1800,7,80,128,5,32,0.2684614157676697
1800,7,88,128,5,32,0.2732372331619263
1800,7,96,128,5,32,0.27678727626800537
1800,7,104,128,5,32,0.34662618398666384
1800,7,112,128,5,32,0.35430994153022766
1800,7,120,128,5,32,0.3595206725597382
1800,7,128,128,5,32,0.3640418684482574
1800,7,136,128,5,32,0.4330516231060028
1800,7,144,128,5,32,0.43823164582252505
1800,7,152,128,5,32,0.4449145042896271
1800,7,160,128,5,32,0.44824793338775637
1800,8,1,128,5,32,0.08343995690345764
1800,8,2,128,5,32,0.08819925189018249
1800,8,4,128,5,32,0.09254067420959472
1800,8,8,128,5,32,0.09571564435958863
1800,8,16,128,5,32,0.09986010193824768
1800,8,24,128,5,32,0.103479905128479
1800,8,32,128,5,32,0.10637386798858643
1800,8,40,128,5,32,0.1865999674797058
1800,8,48,128,5,32,0.192190523147583
1800,8,56,128,5,32,0.19648416996002196
1800,8,64,128,5,32,0.20052300453186034
1800,8,72,128,5,32,0.27603904366493226
1800,8,80,128,5,32,0.2813682186603546
1800,8,88,128,5,32,0.28595932960510256
1800,8,96,128,5,32,0.29022327065467834
1800,8,104,128,5,32,0.3649375116825104
1800,8,112,128,5,32,0.3712552332878113
1800,8,120,128,5,32,0.376574741601944
1800,8,128,128,5,32,0.379272118806839
1800,8,136,128,5,32,0.45107033491134646
1800,8,144,128,5,32,0.45934941053390504
1800,8,152,128,5,32,0.4632493603229523
1800,8,160,128,5,32,0.4667177832126617
1800,9,1,128,5,32,0.0745721435546875
1800,9,2,128,5,32,0.07778012752532959
1800,9,4,128,5,32,0.082290301322937
1800,9,8,128,5,32,0.08602355599403382
1800,9,16,128,5,32,0.08951504588127136
1800,9,24,128,5,32,0.09270588636398315
1800,9,32,128,5,32,0.09518847346305848
1800,9,40,128,5,32,0.16597381711006165
1800,9,48,128,5,32,0.17168667316436767
1800,9,56,128,5,32,0.17529838562011718
1800,9,64,128,5,32,0.17746124386787415
1800,9,72,128,5,32,0.2465776491165161
1800,9,80,128,5,32,0.25241464614868164
1800,9,88,128,5,32,0.2557809829711914
1800,9,96,128,5,32,0.2589492082595825
1800,9,104,128,5,32,0.3241910779476166
1800,9,112,128,5,32,0.3320079338550568
1800,9,120,128,5,32,0.3361279284954071
1800,9,128,128,5,32,0.3394611382484436
1800,9,136,128,5,32,0.40572625637054444
1800,9,144,128,5,32,0.4124843955039978
1800,9,152,128,5,32,0.41721736431121825
1800,9,160,128,5,32,0.42048525214195254
2000,0,1,128,5,32,0.08449714541435242
2000,0,2,128,5,32,0.0874561071395874
2000,0,4,128,5,32,0.09387091875076294
2000,0,8,128,5,32,0.09523436903953553
2000,0,16,128,5,32,0.09793485403060913
2000,0,24,128,5,32,0.10140277981758118
2000,0,32,128,5,32,0.10495527386665345
2000,0,40,128,5,32,0.18666020035743713
2000,0,48,128,5,32,0.1897762429714203
2000,0,56,128,5,32,0.19323597192764283
2000,0,64,128,5,32,0.19839617371559143
2000,0,72,128,5,32,0.27751925110816955
2000,0,80,128,5,32,0.28131611227989195
2000,0,88,128,5,32,0.2844257473945618
2000,0,96,128,5,32,0.28782788157463074
2000,0,104,128,5,32,0.36035504937171936
2000,0,112,128,5,32,0.3670086979866028
2000,0,120,128,5,32,0.3727229380607605
2000,0,128,128,5,32,0.37633304119110106
2000,0,136,128,5,32,0.4482201039791107
2000,0,144,128,5,32,0.4556427931785583
2000,0,152,128,5,32,0.4605965220928192
2000,0,160,128,5,32,0.4639361691474915
2000,1,1,128,5,32,0.09416137099266052
2000,1,2,128,5,32,0.09904298543930054
2000,1,4,128,5,32,0.10579496145248413
2000,1,8,128,5,32,0.11051272630691528
2000,1,16,128,5,32,0.11703117251396179
2000,1,24,128,5,32,0.12394822359085084
2000,1,32,128,5,32,0.13038362979888915
2000,1,40,128,5,32,0.2237157940864563
2000,1,48,128,5,32,0.22890018939971923
2000,1,56,128,5,32,0.22923866152763367
2000,1,64,128,5,32,0.23014214396476745
2000,1,72,128,5,32,0.32023281693458555
2000,1,80,128,5,32,0.3300886082649231
2000,1,88,128,5,32,0.3325744378566742
2000,1,96,128,5,32,0.337690235376358
2000,1,104,128,5,32,0.42258452653884887
2000,1,112,128,5,32,0.4326572561264038
2000,1,120,128,5,32,0.4390308892726898
2000,1,128,128,5,32,0.44362308859825134
2000,1,136,128,5,32,0.5274720823764801
2000,1,144,128,5,32,0.5367176806926728
2000,1,152,128,5,32,0.5414516055583953
2000,1,160,128,5,32,0.5437211525440216
2000,2,1,128,5,32,0.080929034948349
2000,2,2,128,5,32,0.08536740899085998
2000,2,4,128,5,32,0.08922011256217957
2000,2,8,128,5,32,0.09376369953155518
2000,2,16,128,5,32,0.09736531853675842
2000,2,24,128,5,32,0.10172474145889282
2000,2,32,128,5,32,0.10891782879829406
2000,2,40,128,5,32,0.18946340441703796
2000,2,48,128,5,32,0.1956231963634491
2000,2,56,128,5,32,0.2009482228755951
2000,2,64,128,5,32,0.20497204661369323
2000,2,72,128,5,32,0.28147241473197937
2000,2,80,128,5,32,0.28805225014686586
2000,2,88,128,5,32,0.2925639808177948
2000,2,96,128,5,32,0.29660852909088137
2000,2,104,128,5,32,0.3714907491207123
2000,2,112,128,5,32,0.3775513482093811
2000,2,120,128,5,32,0.3810678446292877
2000,2,128,128,5,32,0.3835886836051941
2000,2,136,128,5,32,0.4545696341991425
2000,2,144,128,5,32,0.459187296628952
2000,2,152,128,5,32,0.46448455572128294
2000,2,160,128,5,32,0.46725692868232727
2000,3,1,128,5,32,0.07935908198356628
2000,3,2,128,5,32,0.08283244252204895
2000,3,4,128,5,32,0.08614614009857177
2000,3,8,128,5,32,0.08946582198143005
2000,3,16,128,5,32,0.09267733097076417
2000,3,24,128,5,32,0.09467249274253846
2000,3,32,128,5,32,0.096684912443161
2000,3,40,128,5,32,0.17447869300842286
2000,3,48,128,5,32,0.17934520840644835
2000,3,56,128,5,32,0.18229118824005128
2000,3,64,128,5,32,0.18558406233787536
2000,3,72,128,5,32,0.26125028133392336
2000,3,80,128,5,32,0.26704421639442444
2000,3,88,128,5,32,0.27238680243492125
2000,3,96,128,5,32,0.27451935172080993
2000,3,104,128,5,32,0.3487868678569794
2000,3,112,128,5,32,0.3542709684371948
2000,3,120,128,5,32,0.3565220606327057
2000,3,128,128,5,32,0.3584523069858551
2000,3,136,128,5,32,0.42968461871147157
2000,3,144,128,5,32,0.43559965133666995
2000,3,152,128,5,32,0.4402362561225891
2000,3,160,128,5,32,0.44279069662094117
2000,4,1,128,5,32,0.07533452391624451
2000,4,2,128,5,32,0.07862343192100525
2000,4,4,128,5,32,0.08179370999336243
2000,4,8,128,5,32,0.08434689521789551
2000,4,16,128,5,32,0.08771332263946534
2000,4,24,128,5,32,0.08985747814178467
2000,4,32,128,5,32,0.09282243847846985
2000,4,40,128,5,32,0.16599547624588012
2000,4,48,128,5,32,0.17087771534919738
2000,4,56,128,5,32,0.17288565754890442
2000,4,64,128,5,32,0.17611677885055543
2000,4,72,128,5,32,0.24776821017265319
2000,4,80,128,5,32,0.2512774431705475
2000,4,88,128,5,32,0.2542174732685089
2000,4,96,128,5,32,0.2584564125537872
2000,4,104,128,5,32,0.32662406682968137
2000,4,112,128,5,32,0.3322766780853271
2000,4,120,128,5,32,0.3359001576900482
2000,4,128,128,5,32,0.3388447904586792
2000,4,136,128,5,32,0.40803932905197143
2000,4,144,128,5,32,0.4123695170879364
2000,4,152,128,5,32,0.41593010306358336
2000,4,160,128,5,32,0.4203154456615448
2000,5,1,128,5,32,0.09605987668037415
2000,5,2,128,5,32,0.09980148196220398
2000,5,4,128,5,32,0.10410548806190491
2000,5,8,128,5,32,0.10891689896583558
2000,5,16,128,5,32,0.11321769833564758
2000,5,24,128,5,32,0.11846137642860413
2000,5,32,128,5,32,0.12608598947525024
2000,5,40,128,5,32,0.21896830797195435
2000,5,48,128,5,32,0.22648717522621153
2000,5,56,128,5,32,0.23147032976150514
2000,5,64,128,5,32,0.2370874524116516
2000,5,72,128,5,32,0.3244242334365845
2000,5,80,128,5,32,0.32607105016708376
2000,5,88,128,5,32,0.3294309175014496
2000,5,96,128,5,32,0.3343001246452332
2000,5,104,128,5,32,0.4248034250736237
2000,5,112,128,5,32,0.43532411217689515
2000,5,120,128,5,32,0.44216510057449343
2000,5,128,128,5,32,0.4428635931015015
2000,5,136,128,5,32,0.5319091773033142
2000,5,144,128,5,32,0.5380620336532593
2000,5,152,128,5,32,0.5405368959903717
2000,5,160,128,5,32,0.5453472518920899
2000,6,1,128,5,32,0.06845523238182068
2000,6,2,128,5,32,0.07229815244674682
2000,6,4,128,5,32,0.07687092185020447
2000,6,8,128,5,32,0.08051766276359558
2000,6,16,128,5,32,0.08360828042030334
2000,6,24,128,5,32,0.08595234155654907
2000,6,32,128,5,32,0.08842991590499878
2000,6,40,128,5,32,0.15369997978210448
2000,6,48,128,5,32,0.15935059547424316
2000,6,56,128,5,32,0.1625967788696289
2000,6,64,128,5,32,0.16584046721458434
2000,6,72,128,5,32,0.22791294097900391
2000,6,80,128,5,32,0.23458007454872132
2000,6,88,128,5,32,0.23814164876937866
2000,6,96,128,5,32,0.24148039937019347
2000,6,104,128,5,32,0.30084285140037537
2000,6,112,128,5,32,0.3078437876701355
2000,6,120,128,5,32,0.3128242552280426
2000,6,128,128,5,32,0.3157136273384094
2000,6,136,128,5,32,0.3749909293651581
2000,6,144,128,5,32,0.38221251130104067
2000,6,152,128,5,32,0.3860925197601318
2000,6,160,128,5,32,0.39115474462509153
2000,7,1,128,5,32,0.07133920669555664
2000,7,2,128,5,32,0.074853515625
2000,7,4,128,5,32,0.07945173144340516
2000,7,8,128,5,32,0.08349734783172608
2000,7,16,128,5,32,0.0871829891204834
2000,7,24,128,5,32,0.09087807416915894
2000,7,32,128,5,32,0.09440648078918457
2000,7,40,128,5,32,0.16317036747932434
2000,7,48,128,5,32,0.16821574330329894
2000,7,56,128,5,32,0.17153900861740112
2000,7,64,128,5,32,0.17486169934272766
2000,7,72,128,5,32,0.2399724555015564
2000,7,80,128,5,32,0.2452917504310608
2000,7,88,128,5,32,0.2502181601524353
2000,7,96,128,5,32,0.2535442841053009
2000,7,104,128,5,32,0.3175362634658814
2000,7,112,128,5,32,0.3243272626399994
2000,7,120,128,5,32,0.329134875535965
2000,7,128,128,5,32,0.3337360429763794
2000,7,136,128,5,32,0.39610273122787476
2000,7,144,128,5,32,0.4016424250602722
2000,7,152,128,5,32,0.4083245205879211
2000,7,160,128,5,32,0.41186124563217164
2000,8,1,128,5,32,0.07549654006958008
2000,8,2,128,5,32,0.07974607467651368
2000,8,4,128,5,32,0.0839730978012085
2000,8,8,128,5,32,0.08757194042205811
2000,8,16,128,5,32,0.09223126292228699
2000,8,24,128,5,32,0.09588743209838867
2000,8,32,128,5,32,0.09917369604110718
2000,8,40,128,5,32,0.17199966669082642
2000,8,48,128,5,32,0.17829948425292969
2000,8,56,128,5,32,0.1817744517326355
2000,8,64,128,5,32,0.18683374524116517
2000,8,72,128,5,32,0.2565702927112579
2000,8,80,128,5,32,0.26435863971710205
2000,8,88,128,5,32,0.2668534064292908
2000,8,96,128,5,32,0.2738817834854126
2000,8,104,128,5,32,0.34163511395454405
2000,8,112,128,5,32,0.35000491738319395
2000,8,120,128,5,32,0.35473278164863586
2000,8,128,128,5,32,0.358969669342041
2000,8,136,128,5,32,0.4243488311767578
2000,8,144,128,5,32,0.43553356647491454
2000,8,152,128,5,32,0.4392868518829346
2000,8,160,128,5,32,0.44577420115470884
2000,9,1,128,5,32,0.06799319505691528
2000,9,2,128,5,32,0.07091233015060425
2000,9,4,128,5,32,0.07506504416465759
2000,9,8,128,5,32,0.07896752715110779
2000,9,16,128,5,32,0.08189590334892273
2000,9,24,128,5,32,0.08480801224708558
2000,9,32,128,5,32,0.08737502336502075
2000,9,40,128,5,32,0.15263687014579774
2000,9,48,128,5,32,0.15754848837852478
2000,9,56,128,5,32,0.16130483150482178
2000,9,64,128,5,32,0.1634253168106079
2000,9,72,128,5,32,0.22657351374626158
2000,9,80,128,5,32,0.2318185031414032
2000,9,88,128,5,32,0.23523212790489198
2000,9,96,128,5,32,0.23856678128242492
2000,9,104,128,5,32,0.2983068001270294
2000,9,112,128,5,32,0.30578678846359253
2000,9,120,128,5,32,0.3100094044208527
2000,9,128,128,5,32,0.31295908212661744
2000,9,136,128,5,32,0.37370563864707945
2000,9,144,128,5,32,0.3797549557685852
2000,9,152,128,5,32,0.3842446935176849
2000,9,160,128,5,32,0.38789486050605776
2200,0,1,128,5,32,0.07956045866012573
2200,0,2,128,5,32,0.08362099409103393
2200,0,4,128,5,32,0.08425586700439452
2200,0,8,128,5,32,0.0875287926197052
2200,0,16,128,5,32,0.09055417537689209
2200,0,24,128,5,32,0.09429806470870972
2200,0,32,128,5,32,0.09859995126724243
2200,0,40,128,5,32,0.17222339153289795
2200,0,48,128,5,32,0.17668712615966797
2200,0,56,128,5,32,0.18124616622924805
2200,0,64,128,5,32,0.18550686717033385
2200,0,72,128,5,32,0.2553999674320221
2200,0,80,128,5,32,0.26072693943977354
2200,0,88,128,5,32,0.2637788200378418
2200,0,96,128,5,32,0.2669811952114105
2200,0,104,128,5,32,0.3365944242477417
2200,0,112,128,5,32,0.3429557573795319
2200,0,120,128,5,32,0.34954484343528747
2200,0,128,128,5,32,0.35393264412879943
2200,0,136,128,5,32,0.4210348010063171
2200,0,144,128,5,32,0.42858075380325317
2200,0,152,128,5,32,0.4331242334842682
2200,0,160,128,5,32,0.43700653314590454
2200,1,1,128,5,32,0.08616028428077697
2200,1,2,128,5,32,0.09066941618919372
2200,1,4,128,5,32,0.09784528851509094
2200,1,8,128,5,32,0.10352241277694701
2200,1,16,128,5,32,0.10899209141731263
2200,1,24,128,5,32,0.11745553135871888
2200,1,32,128,5,32,0.1317883038520813
2200,1,40,128,5,32,0.21784233689308166
2200,1,48,128,5,32,0.22502339839935304
2200,1,56,128,5,32,0.22877072930335998
2200,1,64,128,5,32,0.23125442147254943
2200,1,72,128,5,32,0.29761595129966734
2200,1,80,128,5,32,0.30417648553848264
2200,1,88,128,5,32,0.31156187653541567
2200,1,96,128,5,32,0.32253066897392274
2200,1,104,128,5,32,0.4053454959392548
2200,1,112,128,5,32,0.412606760263443
2200,1,120,128,5,32,0.4161968410015106
2200,1,128,128,5,32,0.4171190071105957
2200,1,136,128,5,32,0.4950375247001648
2200,1,144,128,5,32,0.5017393732070923
2200,1,152,128,5,32,0.5083090484142303
2200,1,160,128,5,32,0.5133635938167572
2200,2,1,128,5,32,0.07371260643005371
2200,2,2,128,5,32,0.07787213683128356
2200,2,4,128,5,32,0.08190221071243287
2200,2,8,128,5,32,0.08641342401504516
2200,2,16,128,5,32,0.0908601427078247
2200,2,24,128,5,32,0.09723082780838013
2200,2,32,128,5,32,0.10839721322059631
2200,2,40,128,5,32,0.18269256472587586
2200,2,48,128,5,32,0.18976701617240907
2200,2,56,128,5,32,0.198484445810318
2200,2,64,128,5,32,0.20909062623977662
2200,2,72,128,5,32,0.2800856351852417
2200,2,80,128,5,32,0.2882946443557739
2200,2,88,128,5,32,0.29772233486175537
2200,2,96,128,5,32,0.3076880359649658
2200,2,104,128,5,32,0.3779369342327118
2200,2,112,128,5,32,0.38808372139930725
2200,2,120,128,5,32,0.3789964509010315
2200,2,128,128,5,32,0.3647210741043091
2200,2,136,128,5,32,0.42400110125541685
2200,2,144,128,5,32,0.4308349454402924
2200,2,152,128,5,32,0.43751720190048216
2200,2,160,128,5,32,0.44104230403900146
2200,3,1,128,5,32,0.07241829752922058
2200,3,2,128,5,32,0.0755161452293396
2200,3,4,128,5,32,0.07846826076507568
2200,3,8,128,5,32,0.0823731529712677
2200,3,16,128,5,32,0.08536574959754945
2200,3,24,128,5,32,0.08880119323730469
2200,3,32,128,5,32,0.09476942896842956
2200,3,40,128,5,32,0.16390715956687926
2200,3,48,128,5,32,0.1698481559753418
2200,3,56,128,5,32,0.1734144139289856
2200,3,64,128,5,32,0.17710153579711915
2200,3,72,128,5,32,0.24322158217430115
2200,3,80,128,5,32,0.2487620997428894
2200,3,88,128,5,32,0.254295574426651
2200,3,96,128,5,32,0.25908403754234316
2200,3,104,128,5,32,0.32597286701202394
2200,3,112,128,5,32,0.3326095962524414
2200,3,120,128,5,32,0.3367795157432556
2200,3,128,128,5,32,0.34173631787300107
2200,3,136,128,5,32,0.4064716958999634
2200,3,144,128,5,32,0.41140433073043825
2200,3,152,128,5,32,0.4159698438644409
2200,3,160,128,5,32,0.42344072937965394
2200,4,1,128,5,32,0.06969464302062989
2200,4,2,128,5,32,0.07231579780578613
2200,4,4,128,5,32,0.07516737937927247
2200,4,8,128,5,32,0.07796588063240051
2200,4,16,128,5,32,0.08164128065109252
2200,4,24,128,5,32,0.08389271140098571
2200,4,32,128,5,32,0.0868449306488037
2200,4,40,128,5,32,0.1546485412120819
2200,4,48,128,5,32,0.16114384055137634
2200,4,56,128,5,32,0.16437615275382997
2200,4,64,128,5,32,0.16876041650772095
2200,4,72,128,5,32,0.2326372003555298
2200,4,80,128,5,32,0.2376665413379669
2200,4,88,128,5,32,0.2396238052845001
2200,4,96,128,5,32,0.24267031550407409
2200,4,104,128,5,32,0.30890890121459963
2200,4,112,128,5,32,0.3141577196121216
2200,4,120,128,5,32,0.31762769460678103
2200,4,128,128,5,32,0.3217382419109345
2200,4,136,128,5,32,0.38662840008735655
2200,4,144,128,5,32,0.3903022301197052
2200,4,152,128,5,32,0.3931177055835724
2200,4,160,128,5,32,0.3979465663433075
2200,5,1,128,5,32,0.09065412640571595
2200,5,2,128,5,32,0.09237222075462341
2200,5,4,128,5,32,0.09719189643859863
2200,5,8,128,5,32,0.10167084813117981
2200,5,16,128,5,32,0.10521798491477967
2200,5,24,128,5,32,0.1099872875213623
2200,5,32,128,5,32,0.11862943291664124
2200,5,40,128,5,32,0.20409302711486815
2200,5,48,128,5,32,0.21259607911109923
2200,5,56,128,5,32,0.21846453547477723
2200,5,64,128,5,32,0.22702804565429688
2200,5,72,128,5,32,0.30710089921951295
2200,5,80,128,5,32,0.3169055187702179
2200,5,88,128,5,32,0.33279836297035215
2200,5,96,128,5,32,0.34703623175621034
2200,5,104,128,5,32,0.41863778233528137
2200,5,112,128,5,32,0.42046857476234434
2200,5,120,128,5,32,0.4222874367237091
2200,5,128,128,5,32,0.418733731508255
2200,5,136,128,5,32,0.5002427232265473
2200,5,144,128,5,32,0.5075609576702118
2200,5,152,128,5,32,0.5119525015354156
2200,5,160,128,5,32,0.5178410673141479
2200,6,1,128,5,32,0.06268707871437072
2200,6,2,128,5,32,0.0667145812511444
2200,6,4,128,5,32,0.07062317728996277
2200,6,8,128,5,32,0.07410736560821533
2200,6,16,128,5,32,0.07773807764053345
2200,6,24,128,5,32,0.08027342557907105
2200,6,32,128,5,32,0.08257319688796998
2200,6,40,128,5,32,0.14299333810806275
2200,6,48,128,5,32,0.1481953454017639
2200,6,56,128,5,32,0.15139049530029297
2200,6,64,128,5,32,0.1546956205368042
2200,6,72,128,5,32,0.21281214118003844
2200,6,80,128,5,32,0.21838980317115783
2200,6,88,128,5,32,0.22211602210998535
2200,6,96,128,5,32,0.2258002269268036
2200,6,104,128,5,32,0.2813318622112274
2200,6,112,128,5,32,0.2890357136726379
2200,6,120,128,5,32,0.29432350635528565
2200,6,128,128,5,32,0.2983730685710907
2200,6,136,128,5,32,0.3544987511634827
2200,6,144,128,5,32,0.3609797668457031
2200,6,152,128,5,32,0.3648498547077179
2200,6,160,128,5,32,0.36863054156303404
2200,7,1,128,5,32,0.06521524786949158
2200,7,2,128,5,32,0.06978972554206848
2200,7,4,128,5,32,0.07520691514015197
2200,7,8,128,5,32,0.0792046594619751
2200,7,16,128,5,32,0.08463515758514405
2200,7,24,128,5,32,0.08823442816734314
2200,7,32,128,5,32,0.09139434218406678
2200,7,40,128,5,32,0.1563305652141571
2200,7,48,128,5,32,0.1603913986682892
2200,7,56,128,5,32,0.1615431237220764
2200,7,64,128,5,32,0.1630741000175476
2200,7,72,128,5,32,0.22357784509658812
2200,7,80,128,5,32,0.229070485830307
2200,7,88,128,5,32,0.23438359856605528
2200,7,96,128,5,32,0.2381289505958557
2200,7,104,128,5,32,0.2973306632041931
2200,7,112,128,5,32,0.3083848237991333
2200,7,120,128,5,32,0.31244424700737
2200,7,128,128,5,32,0.3154848599433899
2200,7,136,128,5,32,0.3709831368923187
2200,7,144,128,5,32,0.3807478511333466
2200,7,152,128,5,32,0.3892055809497833
2200,7,160,128,5,32,0.39320398807525636
2200,8,1,128,5,32,0.06846205353736877
2200,8,2,128,5,32,0.07388796210289002
2200,8,4,128,5,32,0.07736685752868652
2200,8,8,128,5,32,0.08154338240623474
2200,8,16,128,5,32,0.08872009396553039
2200,8,24,128,5,32,0.09477566123008728
2200,8,32,128,5,32,0.1016100811958313
2200,8,40,128,5,32,0.16876078128814698
2200,8,48,128,5,32,0.17629918217658996
2200,8,56,128,5,32,0.18425090551376344
2200,8,64,128,5,32,0.19169121384620666
2200,8,72,128,5,32,0.25219874262809755
2200,8,80,128,5,32,0.2588609480857849
2200,8,88,128,5,32,0.2659333276748657
2200,8,96,128,5,32,0.2726654314994812
2200,8,104,128,5,32,0.3358042085170746
2200,8,112,128,5,32,0.34265451550483705
2200,8,120,128,5,32,0.34849897265434265
2200,8,128,128,5,32,0.35428590178489683
2200,8,136,128,5,32,0.41385736465454104
2200,8,144,128,5,32,0.41899290919303894
2200,8,152,128,5,32,0.4225431478023529
2200,8,160,128,5,32,0.42521352648735045
2200,9,1,128,5,32,0.06282823204994202
2200,9,2,128,5,32,0.0656167197227478
2200,9,4,128,5,32,0.06934658288955689
2200,9,8,128,5,32,0.07262879252433777
2200,9,16,128,5,32,0.07557229161262512
2200,9,24,128,5,32,0.07879774332046509
2200,9,32,128,5,32,0.0821562111377716
2200,9,40,128,5,32,0.14197912573814392
2200,9,48,128,5,32,0.14713340640068054
2200,9,56,128,5,32,0.15099408864974975
2200,9,64,128,5,32,0.15387468576431274
2200,9,72,128,5,32,0.2120274233818054
2200,9,80,128,5,32,0.21735364198684692
2200,9,88,128,5,32,0.22042324662208557
2200,9,96,128,5,32,0.2245628046989441
2200,9,104,128,5,32,0.27990134119987486
2200,9,112,128,5,32,0.28674448013305665
2200,9,120,128,5,32,0.2909041118621826
2200,9,128,128,5,32,0.2950718677043915
2200,9,136,128,5,32,0.35000808119773863
2200,9,144,128,5,32,0.3562462401390076
2200,9,152,128,5,32,0.3611272418498993
2200,9,160,128,5,32,0.3648906517028809
2400,0,1,128,5,32,0.07131096124649047
2400,0,2,128,5,32,0.07548344254493713
2400,0,4,128,5,32,0.07856087923049927
2400,0,8,128,5,32,0.08183787822723389
2400,0,16,128,5,32,0.08475902199745178
2400,0,24,128,5,32,0.08802942752838135
2400,0,32,128,5,32,0.09200363159179688
2400,0,40,128,5,32,0.16016687273979188
2400,0,48,128,5,32,0.16491883158683776
2400,0,56,128,5,32,0.16910014629364015
2400,0,64,128,5,32,0.17454450488090514
2400,0,72,128,5,32,0.23968684434890747
2400,0,80,128,5,32,0.2467746889591217
2400,0,88,128,5,32,0.2512260603904724
2400,0,96,128,5,32,0.2576601850986481
2400,0,104,128,5,32,0.3213134574890137
2400,0,112,128,5,32,0.3307625663280487
2400,0,120,128,5,32,0.33256391882896424
2400,0,128,128,5,32,0.33647876024246215
2400,0,136,128,5,32,0.39381337523460386
2400,0,144,128,5,32,0.4012996578216553
2400,0,152,128,5,32,0.41783151030540466
2400,0,160,128,5,32,0.42384406566619875
2400,1,1,128,5,32,0.0799277651309967
2400,1,2,128,5,32,0.08620252132415772
2400,1,4,128,5,32,0.09231725931167603
2400,1,8,128,5,32,0.09860382437705993
2400,1,16,128,5,32,0.105580735206604
2400,1,24,128,5,32,0.11518378734588623
2400,1,32,128,5,32,0.12589163541793824
2400,1,40,128,5,32,0.21047720193862915
2400,1,48,128,5,32,0.22000627279281615
2400,1,56,128,5,32,0.23516632556915285
2400,1,64,128,5,32,0.2445579183101654
2400,1,72,128,5,32,0.3255381345748901
2400,1,80,128,5,32,0.3269496643543243
2400,1,88,128,5,32,0.3275856053829193
2400,1,96,128,5,32,0.3210662877559662
2400,1,104,128,5,32,0.3847754311561584
2400,1,112,128,5,32,0.40411795616149904
2400,1,120,128,5,32,0.41108234524726867
2400,1,128,128,5,32,0.4151947665214539
2400,1,136,128,5,32,0.4808164358139038
2400,1,144,128,5,32,0.4897671353816986
2400,1,152,128,5,32,0.49677698969841005
2400,1,160,128,5,32,0.5052807915210724
2400,2,1,128,5,32,0.07176481366157532
2400,2,2,128,5,32,0.07587199091911316
2400,2,4,128,5,32,0.07989361763000488
2400,2,8,128,5,32,0.08461012005805969
2400,2,16,128,5,32,0.09046898245811462
2400,2,24,128,5,32,0.09837350368499756
2400,2,32,128,5,32,0.10732007980346679
2400,2,40,128,5,32,0.17606990456581115
2400,2,48,128,5,32,0.1845836555957794
2400,2,56,128,5,32,0.1979981517791748
2400,2,64,128,5,32,0.2083927583694458
2400,2,72,128,5,32,0.27907942414283754
2400,2,80,128,5,32,0.291636723279953
2400,2,88,128,5,32,0.3048548197746277
2400,2,96,128,5,32,0.3164727854728699
2400,2,104,128,5,32,0.38291313767433166
2400,2,112,128,5,32,0.3936352550983429
2400,2,120,128,5,32,0.40821387887001037
2400,2,128,128,5,32,0.4204704988002777
2400,2,136,128,5,32,0.48504425048828126
2400,2,144,128,5,32,0.49613541722297666
2400,2,152,128,5,32,0.5112685608863831
2400,2,160,128,5,32,0.5222802913188934
2400,3,1,128,5,32,0.06670214891433716
2400,3,2,128,5,32,0.07235827207565308
2400,3,4,128,5,32,0.07600204467773437
2400,3,8,128,5,32,0.07997182130813599
2400,3,16,128,5,32,0.08348125219345093
